claims|valeur|predicted
A photograph shows a satellite view of a blackout in eastern North America.|False|False
A teen died in a car crash when a plastic Jesus dashboard ornament embedded in her chest.|False|True
The daddy longlegs is the "world's most poisonous animal."|False|True
Lou Gehrig's consecutive game streak began when Yankee first baseman Wally Pipp sat out a game with a headache.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The planet Mars will make a once-in-our-lifetimes, remarkably close approach to Earth on August 27.|False|Mixed
Article details 'four things you didn't know' about Martin Luther King, Jr.|Mixed|True
An intern for a U.S. senator sent an embarrassing breakup e-mail to his girlfriend that leaked to the public at large.|True|True
France demanded that the U.S. remove buried American soldiers from their soil, saying "Come pick up your garbage."|False|True
The book Go Ask Alice was the real-life diary of a teenage girl.|False|Mixed
Texas can by law choose to divide itself into five different states.|Mixed|True
An intern at a prestigious law firm sent an embarrassing message to multiple co-workers|True|True
A complicated Honda Accord commercial was achieved without the use of computer-generated images.|True|True
Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.|True|True
Future Cuban revolutionary leader Fidel Castro was once given a tryout by the Washington Senators baseball team.|False|True
Television journalist Geraldo Rivera was born Jerry Rivers but changed his name to appeal to Latino viewers.|False|False
Members of Led Zeppelin once employed a mud shark on a female groupie.|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A photograph shows a fetus reaching out towards the surgeon during an in-the-womb surgery.|Mixed|False
Prisons, school cafeterias, Taco Bell, and other fast food restaurants use "Grade D but edible" meat in the food products they serve.|False|False
Quranic verse 9:11 speaks of the "wrath of the Eagle cleansing the lands of Allah."|False|True
A first-year cadet criticized the U.S. Air Force Chief of Staff's personnel decisions.|True|True
Soldier uses a deck of cards to help him pray.|Mixed|True
Three people died of suffocation after sealing their home with plastic sheeting and duct tape.|True|True
Secretary of State Colin Powell made an eloquent point about America's desire for "empire building" to the Archbishop of Canterbury.|True|True
Photographs show a suspect who was decapitated by a wrought-iron fence while fleeing from police.|True|True
Photographs show a domestic cat accidentally given a "lion cut."|Mixed|True
The court declaration given by the 13-year-old boy Michael Jackson allegedly molested in 1993 has surfaced.|True|True
The red food colorants cochineal and carmine are made from ground bugs.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs show a woman trying to cross the U.S.-Mexico border hidden inside a car's dashboard.|True|True
List of howlers collected by a Washington travel agent proves members of Congress are hopelessly lost about even ordinary geography.|False|False
A Nostradamus prophecy foretold the Space Shuttle Columbia disaster.|False|True
A video clip shows a NASA studio-produced 'outtake' of the first manned moon landing.|False|True
Apollo 11 astronaut Neil Armstrong flubbed his historic 'one small step' remark as he became the first man to set foot on the surface of the moon.|True|True
Jacqueline Saburido, the victim of a drunk driving accident, seeks donations to help with the expenses of medical treatment for her extensive injuries.|Mixed|False
A serial killer is luring women from their homes by playing a recording of a crying baby.|False|Mixed
The ACLU is seeking to have cross-shaped headstones removed from federal cemeteries.|False|True
A website provides information and equipment for making 'bonsai kittens.'|False|True
Native Americans provided NASA with a cryptic message to take to the moon.|False|True
Bill Clinton was the "first pardoned federal felon ever to serve as President of the U.S."|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Talk radio host Rush Limbaugh was disqualified from the Vietnam-era draft due to a pilonidal cyst.|Mixed|True
Using cruise control on wet roads or during heavy rain can cause you to lose control of your vehicle.|Mixed|False
A photograph of Michael Jackson's face taken during a court trial is real and undoctored.|True|True
Clark Gable killed a pedestrian while driving drunk, but MGM covered up the accident and sent another man to jail in his place.|False|Mixed
A Taco Bell employee refused a $2 bill from a customer because he thought it wasn't real.|Mixed|Mixed
The folding of a U.S. flag traditionally incorporates thirteen separate folds because each of the folds has a special meaning.|Mixed|False
Photograph shows sailors spelling out the words 'FUCK IRAQ' on the deck of a U.S. aircraft carrier.|False|False
Hockey's Stanley Cup was once left in a snowbank.|True|True
Typhoid Mary caused the deaths of thousands of people.|False|False
A photograph captures President George W. Bush holding a book upside-down in a classroom.|False|True
Careless e-mail forward reveals embarrassing dating details.|Mixed|True
Hospitals experienced a sharp increase in births nine months after September 11.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The word "shit" comes from an acronym for "Ship High in Transit."|False|Mixed
Jägermeister liquor contains deer or elk's blood.|False|Mixed
Sororities are outlawed on certain campuses because local "brothel laws" prohibit more than a specified number of females from living together.|False|True
"Love bugs" are the result of a genetic experiment gone wrong at the University of Florida.|False|False
A person who gets what he deserves is said to have received his "just desserts."|False|Mixed
Pitcher Gaylord Perry fulfilled his manager's prophecy by hitting his first home run minutes after Apollo 11 landed on the lunar surface.|Mixed|True
Photographs show thieving birds stealing quarters from a car wash.|True|True
The ‘SBF’ in a personals ad turns out to be a female labrador retriever.|Mixed|False
Article contrasts compensation paid to families of September 11 victims with benefits paid to families of U.S. military personnel killed on active duty.|Mixed|True
TLC's Lisa "Left-Eye" Lopes was murdered in a revenge killing.|False|False
During an MTV appearance, singer Shakira said she'd rather have pigs listening to her music than Israelis.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A seller submitted a photo of a tea kettle with a revealing reflection to an online auction site.|True|True
Secret flights whisked bin Laden family members and Saudi nationals out of the U.S. immediately after September 11 while a general ban on air travel was still in effect, and before the FBI had any opportunity to question any of the passengers.|False|True
'Dragnet''s Sgt. Joe Friday character frequently implored female informants to provide "Just the facts, ma'am."|False|Mixed
Winston Churchill was born in a ladies' room during a dance.|False|Mixed
The ghost of a woman killed in a car crash directs rescuers to the wreck to save her still-living baby, who is trapped within.|Mixed|Mixed
Lee Marvin, actor, and Bob Keeshan, television's "Captain Kangaroo" were World War II veterans who fought together at Iwo Jima.|False|True
A new Pepsi soda can design omitted the words "under God" from the Pledge of Allegiance.|False|Mixed
A memorial to New York City firefighters will be rendered in a historically inaccurate way.|Mixed|False
The name of the Tab brand diet soft drink was formed from an acronym for 'totally artificial beverage.'|False|Mixed
The lubricating spray WD-40 is so named because it was the product of the 40th attempt at creating a water displacing substance.'|True|True
Harry Potter books are sparking a rise in Satanism among children.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Associated Press briefly carried a photo showing a sailor on the USS Enterprise signing a bomb with the words "HIGH JACK THIS FAGS."|True|True
During wartime, the Seal of the President of the United States is modified so that the eagle's head faces the opposite direction.|False|True
Glen Eagles hospital issued an urgent warning because seven women have died after sniffing perfume samples received in the mail.|False|True
Muhammad Ali offered a pithy quote about religion while visiting the World Trade Center site after 9/11.|False|True
Black cats are routinely sacrificed by "satanic cults" at Halloween.|Mixed|Mixed
Former Australian prime minister Julia Gillard made a speech encouraging Muslims to leave Australia.|Mixed|False
Did a boy named Teddy Stoddard give his teacher old perfume and a bracelet in gratitude for her kindness, thereby creating a friendship that turned his life around?|False|True
Bert, the Sesame Street muppet, appeared on posters carried by supporters of Osama bin Laden.|True|True
ABC banned on-air news personnel from wearing American flag pins after 9/11.|False|False
Being an only child (or an only son) automatically exempts you from military service in the U.S.|False|Mixed
A standard college regulation specifies that a student whose roommate commits suicide automatically receives a 4.0 grade point average for the current school term.|False|Mixed
In the days just prior to the September 11 attacks, large quantities of stock in United and American Airlines were traded by persons with foreknowledge of the upcoming 9/11 attacks.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An unburned Bible was found amidst the charred wreckage of the Pentagon after the September 11 terrorist attack.|False|True
The planned cover for a hip-hop album due to be released in November 2001 depicted an exploding World Trade Center.|True|True
Man contemplating suicide asks God for a sign and receives a phone call from Almighty God.|Mixed|True
More women are victims of domestic violence on Super Bowl Sunday than on any other day of the year.|False|True
Photograph shows a shark attacking a British Navy diver.|False|False
Statistics demonstrate that crime rates in Australia have increased substantially since the government there instituted a gun buy-back program in 1997.|False|Mixed
A woman dies leaping through her car’s sunroof when events convince her that Jesus has returned.|False|False
Those who go swimming less than one hour after eating will be taken by a cramp and drown.|False|False
Real diary entries of a rejected teen who subsequently had tragedy strike her family show the lead-up to suicide.|False|False
Pranking college students pitted a street repair crew and police against each other.|Mixed|True
Unsuspecting phone customers are gulled into placing calls to area codes in the Caribbean that result in hefty charges.|Mixed|True
Members of Congress can receive lavish pensions after only one term in office and are not required to contribute to the Social Security fund.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Camel-hunting is specifically prohibited by law in Arizona.|False|False
M&Ms passed up the chance to be the candy used to lure the shy little alien from his hiding place in the 1982 blockbuster E.T., thereby letting one of the most successful instances of movie product placement fall into the hands of a competitor who benefited mightily from it.|True|True
A disconsolate abandoned wife tries to end it all by jumping out the apartment window; she accidentally lands on her errant husband and kills him but walks away unscathed.|Mixed|False
Two British teens who killed a child when they were ten years old were granted anonymity for life by the courts and released from custody in June 2001.|Mixed|Mixed
Having survived a horrific storm, a slave trader promptly gave up his livelihood, became a Christian, and penned the hymn 'Amazing Grace' in thanksgiving.|Mixed|Mixed
Baseball's championship competition is known as the "World Series" because it was originally sponsored by the New York World newspaper.|False|False
Christian girl who prays for protection while walking home late one night is saved by two angels who keep her safe from rape.|Mixed|True
A penny placed on the tracks will derail a train.|False|False
In August 1997, the Baltimore Orioles deliberately created a lighting malfunction before a game to keep Cal Ripken's consecutive game streak intact.|False|False
The Beatles recorded songs entitled "Colliding Circles," "Left Is Right (And Right Is Wrong)," "Pink Litmus Paper Shirt," and "Deckchair," all of which remain unreleased to this day.|False|Mixed
Family dog leads wife to the home of her husband's mistress.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs shows a man eating a dead baby served at a Taiwan restaurant.|Mixed|False
Fatherless child struggles with piano lessons, surprises former teacher by learning to play well, is killed in Oklahoma City bombing.|False|True
Walt Disney prepared a film to be viewed by Disney executives after his death, in which he gave them all instructions about how to run their areas of the company.|False|Mixed
Two of Santa's reindeer were originally named 'Dunder' and 'Blixem,' not 'Donner' and 'Blitzen.'|True|True
Somewhere in the U.S. is a haunted house attraction so scary that no visitor has ever completed a tour of it.|Mixed|True
A girl's unusual medical condition led to the discovery that the boy she'd been intimate with had been having sex with (or eating) corpses.|False|False
Thieves steal what they believe to be cocaine but what is in reality the cremated remains of the householder's relative.|Mixed|False
Michael Jackson owned the rights to the Beatles' songs.|Mixed|False
Escape artist Harry Houdini died from a ruptured appendix caused by his being punched in the stomach.|Mixed|False
John Hanson was the first President of the United States of America.|False|True
David Bowie's wife said she once caught him in bed with Mick Jagger.|Mixed|False
The word news is an acronym formed from the words north, east, west, and south.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The origin of saying "Bless you!" when someone sneezes stems from an ancient desire to safeguard the sneezer's soul or to commend the dying to the mercy of God.|Mixed|Mixed
The bill presented by a famed fix-it man detailed the difference between value of work done and value of the knowledge behind it.|Mixed|Mixed
The U.S. standard railroad gauge derives directly from the width of Imperial Roman war chariots.|Mixed|True
Actress Jamie Lee Curtis acknowledged in an interview that she was born with both male and female sex organs.|False|False
One of the women in the James Bond film For Your Eyes Only is transgender.|True|True
The term "hot dog" was coined in the early 1900s by a cartoonist who couldn't spell "dachshund."|False|Mixed
List summarizes what proportions of common traits would be like if we could shrink the earth's population to a village of precisely 100 people.|Mixed|False
A letter from a child prompted John Wayne to accept Jesus as his personal saviour in the final weeks of his life.|Mixed|True
A government memo regulating the sale of cabbages ran close to 27,000 words.|False|False
A list of ten steps on how to be a good wife comes from a 1950s U.S. home economics textbook.|Mixed|True
The horses in 'Young Frankenstein' react violently to mention of Frau Blücher's name because it means 'glue' in German.|False|True
A father was faced with the horrifying choice between saving his son's life at the cost of many, or watching his son die as his inaction saves others.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The White House obtained its name because it was repainted white after the British burned it in 1814.|False|False
An actress' stage performance as Anne Frank was so bad that audience members yelled 'She's in the attic!' when Nazi soldiers arrived onstage.|False|True
Marilyn Monroe had six toes on each foot.|False|False
A tooth left in a glass of Coca-Cola will dissolve overnight.|False|Mixed
A secret tape recorded aboard the doomed space shuttle Challenger captured the final panic-stricken moments of the crew.|False|Mixed
Groucho Marx made a risqué wisecrack about his cigar to a female You Bet Your Life contestant with 19 children.|False|True
Chewing gum takes seven years to pass through the human digestive system.|False|Mixed
Ordinary use of canola oil is dangerous to consumers.|False|True
A customer who picked up some fried chicken from a fast food outlet discovered that an unusual-tasting piece was actually a batter-fried rat.|False|True
After collapsing at a post-concert party, a rock star was rushed to an emergency room, where doctors pumped a pint of semen out of his (or her) stomach.|False|Mixed
In order to obtain financing from bankers for his new Burbank studios, Walt Disney had to promise to construct a facility that could easily be converted into a hospital.|False|Mixed
McDonald's beverages contain yucky non-food substances.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The word 'picnic' originated with crowds gathering to witness lynchings.|False|Mixed
Van Halen's standard performance contract contained a provision calling for them to be provided backstage with a bowl of M&Ms from which all the brown candies had been removed.|Mixed|False
The Peter, Paul & Mary tune "Puff, the Magic Dragon" is a coded song about marijuana.|False|False
The Clintons charged the Secret Service rent to house the security detail protecting their home in Chappaqua, New York.|False|Mixed
In 1555 Nostradamus predicted that December 2000 would see "the village idiot will come forth to be acclaimed the leader in the home of greatest power."|False|False
The lyrics of James Taylor's "Fire and Rain" chronicle his reaction to the death of his girlfriend in a plane crash.|False|True
The numerous current sayings listed in a "Life in the 1500s" article sprang from ordinary living conditions in that era.|False|Mixed
A man named Thomas Crapper invented the flush toilet.|False|False
The shopping cart was not a resounding success when first introduced.|True|True
A special compound added to the water in swimming pools will reveal the presence of urine and catch those who pee in the pool.|False|True
A boy with a disability hits a home run because the boys he's playing with let him win the game.|Mixed|True
All of the reindeer that pull Santa's sleigh are female.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The acids in Coca-Cola make it harmful to drink.|False|Mixed
A photograph shows a small car loaded down with hundreds of pounds of lumber and other building supplies.|True|True
The nursery rhyme "Ring Around the Rosie" is a coded reference to the Black Plague.|False|False
Prankish kids leave a turkey neck sticking out of Dad's pants; Mom faints when she sees the cat gnawing on it.|Mixed|False
The Tommy Tutone song "867-5309/Jenny" prompted a flood of calls to that phone number.|True|True
The Bible says that three wise men traveled from afar on camels to visit the infant Jesus as he lay in the manger.|False|Mixed
Poinsettia plants are poisonous to humans.|False|Mixed
The name of Boxing Day comes from the need to rid the house of empty boxes the day after Christmas|False|False
A teenage girl who bets her friends she can spend the night in a cemetery is found dead in the arms of a graveyard statue.|Mixed|Mixed
John Michael Montgomery's song "The Little Girl" is based on a true story.|Mixed|Mixed
A death curse threatens U.S. presidents elected in years evenly divisible by twenty.|Mixed|Mixed
The American interstate highway system was designed to be used for emergency airstrips in case of war.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
David Rice Atchison served as President of the United States for a single day in 1849.|False|Mixed
A distant relative of Donald Trump was a horse thief and a train robber.|False|Mixed
Marilyn Monroe wore a size 16 dress.|False|Mixed
A prisoner killed himself using a deck of playing cards.|Mixed|Mixed
A good Samaritan warns a female driver about the armed and dangerous man hiding in the back seat of her car.|Mixed|False
A clueless U.S. government official ordered half the cattle guards in Colorado be fired.|False|Mixed
All colleges have regulations specifying how long students must wait if an instructor fails to appear, and these wait times vary depending upon the academic rank of the instructor.|False|Mixed
NASA spent millions of dollars developing an 'astronaut pen' that would work in outer space, while the Soviets fixed the problem much more cheaply and quickly by using pencils.|False|Mixed
The Texas state legislature once passed a resolution honoring the Boston Strangler.|True|True
Prayers are requested for a 22-month-old boy who accidentally shot himself with a nail gun.|Mixed|True
A man sneaked his way onto one of the Titanic's lifeboats by donning  women's dress.|False|Mixed
During the Beatles' first appearance on 'The Ed Sullivan Show', crime rates plummeted all over the U.S.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A man insured his cigars against fire, then tried to collect for fire damage after smoking them.|Mixed|True
Bill Ripken's 1989 Fleer baseball card includes a hidden obscenity.|True|True
Facebook is overloaded and is about to cancel the accounts of users who don't like or share a particular message:|False|Mixed
Service station customers are getting stuck by HIV-loaded syringes affixed to gas pump handles.|False|Mixed
A lucky bargain hunter became a millionaire after finding an original print of the Declaration of Independence in the frame of an old painting.|True|True
During a trip to North Vietnam, Jane Fonda turned smuggled messages from U.S. POWs over to their captors.|False|True
The lyrics to the song "Louie Louie" contain multiple obscene references.|False|True
The United States Postal Service's new "I Have a Dream" stamp honoring Dr. Martin Luther King Jr. will be discontinued and recalled if not enough postal customers purchase them.|False|Mixed
Pull tabs from aluminum cans have special redemption value for time on dialysis machines.|False|Mixed
According to a study published in The New England Journal of Medicine, "ogling women's breasts is good for a man's health."|False|False
Anti-perspirants have been identified as the leading cause of breast cancer.|False|True
The lore and customs surrounding getting the betrothed pair to the church.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ronald Reagan was the original choice to play a lead role in the 1942 film 'Casablanca.'|False|True
Horrified onlookers notice that the enthralling stranger dancing with a pretty girl from the village has cloven hooves.|Mixed|True
Wedding guests should refrain from throwing rice at newly-wedded couples because the rice kills birds who eat it.|False|Mixed
A woman is so overwhelmed a meeting a celebrity in an ice cream parlor that she inadvertently puts her ice cream cone into her purse.|Mixed|True
Gangster John Dillinger's exceptionally large penis is housed in one of the Smithsonian museums in Washington, D.C.|False|True
Buddy Holly's group named themselves "The Crickets" because the sound of a chirping cricket accidentally appeared on one of their recordings.|False|True
A famed college library is sinking into the ground because its architect failed to take the weight of the books into account.|Mixed|True
In the film Aladdin, the hero whispers, "Good teenagers, take off your clothes."|False|False
A basketball court can be found within the top of Matterhorn mountain at Disneyland.|True|True
The image projected onto one of the singing busts in the Haunted Mansion's graveyard is Walt Disney himself.|False|True
Coca-Cola is an effective contraceptive.|False|Mixed
Orthodox jews engage in marital relations through a hole in a sheet.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Student sitting for exam requests cakes and ale under a centuries-old university regulation.|Mixed|True
NASA scientists discovered a "missing" day in time that corresponds to Biblical accounts of the sun's standing still in the sky.|False|True
Students who offer a flat tire as an excuse for missing an exam are given a special make-up exam.|Mixed|Mixed
A 13-year-old boy in Thailand died from pumping air up his rectum to get high.|Mixed|False
The Samburu tribesman appearing in a Nike commercial was supposed to say the equivalent of "Just Do It" in his native language, but he said something entirely different instead.|Mixed|True
Mr. and Mrs. Leland Stanford decided to found their own university after being rebuffed by Harvard's president.|False|Mixed
Phil Spector deliberately recorded a unreleasable song called 'The Screw' in order to cheat his former partner out of court-ordered royalty payments.|False|False
The airplane that carried Buddy Holly to his death was named 'American Pie.'|False|True
A woman became pregnant from being struck by a bullet that had passed through the scrotum of a Civil War soldier.|False|True
A wealthy Toronto lawyer bequeathed his estate to whichever woman gave birth to the most babies in the ten-year period following his death.|True|True
Designer Tommy Hilfiger stated that blacks and Asians shouldn't wear his clothes.|False|Mixed
Little Billy Evans needs your help to obtain a real body to replace the burlap sack full of leaves that now serves as his trunk.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A woman shockingly found out via a radio program call-in stunt that her long-time boyfriend was married.|Mixed|False
The lobster with which a woman was masturbating defecated into her vagina, implanting brine shrimp eggs which hatched inside|False|Mixed
Washington, D.C., has no 'J' Street because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.|False|True
Marisa Tomei was awarded the Academy Award for Best Supporting Actress in 1993 because Oscar presenter Jack Palance read the wrong name by mistake.|False|True
The Alanis Morissette song "You Oughta Know" is about actor Dave Coulier from TV's 'Full House'.|Mixed|False
The actress who portrayed Jill Masterson in the James Bond film Goldfinger died from asphyxiation after being covered with gold paint.|False|True
List details crimes and disturbing backgrounds associated with members of the U.S. Congress, the NFL, or the NBA.|False|Mixed
The term 'Xmas' is a modern and disrespectful abbreviation for 'Christmas.'|False|False
Actor Humphrey Bogart was born on Christmas Day.|True|True
The character 'Rudolph the Red-Nosed Reindeer' was created by a father to bring comfort to his daughter as her mother was dying of cancer.|Mixed|False
Narrative provides instructions for concocting the ultimate fruitcake.|Mixed|False
A woman was fatally bitten by a snake found in the pocket of her new winter coat.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The Smithsonian sent a rejection letter in response to an amateur paleontologist's submission of a Malibu Barbie head as a prehistoric find.|False|True
A bride finally questions why her mother cuts the ends off of roasts before cooking them.|Mixed|True
Woman gains revenge after being charged $250 by Neiman Marcus for a cookie recipe.|False|True
Domesticated turkeys are so lacking in intelligence that they will look up at falling rain until they drown.|False|Mixed
A man whose car bore personalized license plates reading 'NO PLATE' received notices for thousands of unpaid parking tickets.|True|True
Authors Dr. Seuss and Kurt Vonnegut, Jr. were college classmates and fraternity brothers.|False|Mixed
The day celebrated as Christmas (December 25) is the actual birthday of Jesus.|Mixed|Mixed
A Japanese department store once created a Christmas display featuring a smiling Santa Claus nailed to a cross.|Mixed|True
The Titanic went to a watery grave carrying a cursed mummy in its hold.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Man dressed as superhero knocks himself unconscious after tying his wife to the bed.|Mixed|True
Bodies of workmen are entombed in Hoover Dam.|False|True
The 'middle finger salute' is derived from the defiant gestures of English archers whose fingers had been severed by the French at the Battle of Agincourt.|False|True
